declaration	owner_module	destination_module	visibility	kind
NumStability.hasFDerivAt_ginibrePlaneChart	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneChart	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.PlaneSylvesterJacobian	public	theorem
NumStability.hasFDerivAt_ginibrePlaneChartTopRight	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneChart	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.PlaneSylvesterJacobian	public	theorem
NumStability.higham28ReciprocalInvolution_lower_and_diag	NumStability.Algorithms.TestMatrices.Higham28ReciprocalSPD	NumStability.Source.Higham.Chapter28.Section04.ReciprocalSpectrumSPD.TriangularInvolution	public	theorem
NumStability.higham28ReciprocalSPD_lower_reverseCholeskyFactor	NumStability.Algorithms.TestMatrices.Higham28ReciprocalSPD	NumStability.Source.Higham.Chapter28.Section04.ReciprocalSpectrumSPD.TriangularInvolution	public	theorem
NumStability.higham9_sineMatrix_isOrthogonal	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Source.Higham.Chapter28.Section05.TridiagonalToeplitz.SineEigenvectors	public	theorem
NumStability.hilbertCentralDelannoy_eq_sum_sq	NumStability.Algorithms.TestMatrices.Higham28HilbertCondition	NumStability.Source.Higham.Chapter28.Section01.HilbertConditioning.ConditionLogRate	public	theorem
NumStability.hilbertCentralDelannoy_log_rate	NumStability.Algorithms.TestMatrices.Higham28HilbertCondition	NumStability.Source.Higham.Chapter28.Section01.HilbertConditioning.ConditionLogRate	public	theorem
NumStability.hilbertCentralDelannoy_lower	NumStability.Algorithms.TestMatrices.Higham28HilbertCondition	NumStability.Source.Higham.Chapter28.Section01.HilbertConditioning.ConditionLogRate	public	theorem
NumStability.hilbertCentralDelannoy_upper	NumStability.Algorithms.TestMatrices.Higham28HilbertCondition	NumStability.Source.Higham.Chapter28.Section01.HilbertConditioning.ConditionLogRate	public	theorem
NumStability.hilbertConditionTwo_log_rate	NumStability.Algorithms.TestMatrices.Higham28HilbertCondition	NumStability.Source.Higham.Chapter28.Section01.HilbertConditioning.ConditionLogRate	public	theorem
NumStability.hilbertConditionTwo_log_rate_succ	NumStability.Algorithms.TestMatrices.Higham28HilbertCondition	NumStability.Source.Higham.Chapter28.Section01.HilbertConditioning.ConditionLogRate	public	theorem
NumStability.hilbertDetLeadingLogRate_proved	NumStability.Algorithms.TestMatrices.Higham28HilbertAsymptotic	NumStability.Source.Higham.Chapter28.Equation02.DeterminantAsymptotics	public	theorem
NumStability.injOn_ginibreIncidenceChart_rankPiece	NumStability.Algorithms.TestMatrices.Higham28GinibreIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	public	theorem
NumStability.instBorelSpaceForallFinComplex_numStability	NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	public	theorem
NumStability.instBorelSpaceGinibreRawMatrix	NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	public	theorem
NumStability.instDecidable_numStability	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRankTransfer	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.AlternatingRankSheets	public	definition
NumStability.instMeasurableSpaceForallFinComplex_numStability	NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	public	definition
NumStability.instMeasurableSpaceGinibreRawMatrix	NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	public	definition
NumStability.instMeasurableSpaceGinibreRawMatrix_1	NumStability.Algorithms.TestMatrices.Higham28GinibreIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	public	definition
NumStability.instMeasurableSpaceRSqMat	NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability.Analysis.TestMatrices.RandomSVD.StewartMeasurability	public	definition
NumStability.instMeasurableSpaceRSqMat_1	NumStability.Algorithms.TestMatrices.Higham28Probability	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.ProductLaw	public	definition
NumStability.instMeasurableSpaceRSqMat_2	NumStability.Algorithms.TestMatrices.Higham28Ginibre	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	public	definition
NumStability.instMeasurableSpaceRSqMat_3	NumStability.Algorithms.TestMatrices.Higham28GinibreMeasure	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities	public	definition
NumStability.instMeasurableSpaceRSqMat_4	NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.ClosedFormAsymptotics	public	definition
NumStability.instMeasurableSpaceRSqMat_5	NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact	public	definition
NumStability.instOpensMeasurableSpaceForallFinComplex_numStability	NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	public	theorem
NumStability.instOpensMeasurableSpaceGinibreRawMatrix	NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	public	theorem
NumStability.instStandardBorelSpaceForallFinComplex_numStability	NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	public	theorem
NumStability.instStandardBorelSpaceGinibreIncidenceCoordinates	NumStability.Algorithms.TestMatrices.Higham28GinibreIntegral	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	public	theorem
NumStability.instStandardBorelSpaceGinibreIncidenceNuisance	NumStability.Algorithms.TestMatrices.Higham28GinibreIntegral	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	public	theorem
NumStability.instStandardBorelSpaceGinibreRawMatrix	NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	public	theorem
NumStability.integrableOn_ginibreSignedIncidenceBelow	NumStability.Algorithms.TestMatrices.Higham28GinibreTruncatedIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.AlternatingRankSheets	public	theorem
NumStability.integrable_complexUpperEigenvalueCount	NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	public	theorem
NumStability.integrable_ginibreAlternatingEigenvalueCount	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedExpectation	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.AlternatingRankSheets	public	theorem
NumStability.integrable_ginibreAlternatingPairEigenvalueCount	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedExpectation	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.AlternatingRankSheets	public	theorem
NumStability.integrable_ginibreComplexShiftedDeterminantPermutationTerm_mul	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	public	theorem
NumStability.integrable_ginibreComplexShiftedPermutationPairMonomial	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	public	theorem
NumStability.integrable_ginibreCoordinate_density	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	public	theorem
NumStability.integrable_ginibreDeterminantPermutationTerm_mul	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	public	theorem
NumStability.integrable_ginibrePermutationPairMonomial	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	public	theorem
NumStability.integrable_ginibreProjectiveWeight	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	public	theorem
NumStability.integrable_ginibreShiftedDeterminantPermutationTerm_mul	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	public	theorem
NumStability.integrable_ginibreShiftedPermutationPairMonomial	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	public	theorem
NumStability.integrable_ginibreSignedIncidence	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	public	theorem
NumStability.integrable_incidenceCoordinateDensity_of_integrable_realGinibre	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	public	theorem
NumStability.integrable_realEigenvalueCount	NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	public	theorem
NumStability.integrable_realEigenvalueCount_of_aestronglyMeasurable	NumStability.Algorithms.TestMatrices.Higham28Ginibre	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	public	theorem
NumStability.integrable_realGinibreDensityReal	NumStability.Algorithms.TestMatrices.Higham28GinibreMeasure	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities	public	theorem
NumStability.integrable_realGinibre_characteristicProduct	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	public	theorem
NumStability.integrable_realGinibre_det_sub_smul_one_mul_det_sub_smul_one	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	public	theorem
NumStability.integral_ginibreAlternatingBelow_eq_signedIncidenceBelow	NumStability.Algorithms.TestMatrices.Higham28GinibreTruncatedIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.AlternatingRankSheets	public	theorem
NumStability.integral_ginibreAlternatingPair_eq_signedIncidence	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	public	theorem
NumStability.integral_ginibreComplexShiftedDeterminantPermutationTerm_mul	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	public	theorem
NumStability.integral_ginibreComplexShiftedPermutationPairMonomial	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	public	theorem
NumStability.integral_ginibreCoordinate_alternatingPair_density_eq_expected	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	public	theorem
NumStability.integral_ginibreDeterminantPermutationTerm_mul	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	public	theorem
NumStability.integral_ginibreIncidence_rankPieceBelow_eq_image	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRankTransfer	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.AlternatingRankSheets	public	theorem
NumStability.integral_ginibreIncidence_rankPiece_eq_image	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRankTransfer	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.AlternatingRankSheets	public	theorem
NumStability.integral_ginibrePermutationPairMonomial	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	public	theorem
NumStability.integral_ginibreProjectiveRadial	NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	NumStability.Analysis.TestMatrices.RealGinibre.ProjectiveWeightIntegral	public	theorem
NumStability.integral_ginibreProjectiveWeight	NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	NumStability.Analysis.TestMatrices.RealGinibre.ProjectiveWeightIntegral	public	theorem
NumStability.integral_ginibreProjectiveWeight_euclidean	NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	NumStability.Analysis.TestMatrices.RealGinibre.ProjectiveWeightIntegral	public	theorem
NumStability.integral_ginibreShiftedDeterminantPermutationTerm_mul	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	public	theorem
NumStability.integral_ginibreShiftedPermutationPairMonomial	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	public	theorem
NumStability.integral_ginibreSignedFixedFiber_of_orthogonal	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	public	theorem
NumStability.integral_ginibreSignedNuisance_eq_oneRootMoment	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	public	theorem
NumStability.integral_ginibreSignedTwoRootNuisance_eq_slice	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	public	theorem
NumStability.integral_realGinibre_characteristicProduct	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	public	theorem
NumStability.integral_realGinibre_characteristicProduct_complex	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	public	theorem
NumStability.integral_realGinibre_characteristicProduct_complex_eq_sum_fixedPoints	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	public	theorem
NumStability.integral_realGinibre_characteristicProduct_conj	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	public	theorem
NumStability.integral_realGinibre_characteristicProduct_eq_kernel	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedScalar	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	public	theorem
NumStability.integral_realGinibre_characteristicProduct_eq_sum_fixedPoints	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	public	theorem
NumStability.integral_realGinibre_coordinateProduct	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	public	theorem
NumStability.integral_realGinibre_coordinateProduct_complex	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	public	theorem
NumStability.integral_realGinibre_det_mul_alternatingBelow_eq_factor_mul_slice	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	public	theorem
NumStability.integral_realGinibre_det_sq	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	public	theorem
NumStability.integral_realGinibre_det_sub_smul_one_mul_det_sub_smul_one	NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.CharacteristicProductMoments	public	theorem
NumStability.integral_realGinibre_eq_incidenceCoordinateDensity	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	public	theorem
NumStability.integral_realGinibre_ginibrePlaneSylvesterOperator_det	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneSylvester	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.PlaneSylvesterJacobian	public	theorem
NumStability.integral_realGinibre_prod_gaussian_eq_jointDensity	NumStability.Algorithms.TestMatrices.Higham28GinibreJointDensity	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities	public	theorem
NumStability.isSimilar_companion_rank_sub_scalar_ge	NumStability.Algorithms.TestMatrices.Higham28Companion	NumStability.Source.Higham.Chapter28.Section06.Companion.CharacteristicPolynomial	public	theorem
NumStability.lintegral_ginibreCoordinate_rootCount_density_eq_expected	NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	public	theorem
NumStability.lintegral_ginibreFixedFiber	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	public	theorem
NumStability.lintegral_ginibreFixedFiber_of_orthogonal	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	public	theorem
NumStability.lintegral_ginibreIncidence_gaussian_eq_corollary31Factor_mul_momentLIntegral	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	public	theorem
NumStability.lintegral_ginibreIncidence_gaussian_eq_expected	NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	public	theorem
NumStability.lintegral_ginibreIncidence_gaussian_eq_rootCount	NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantIntegral	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	public	theorem
NumStability.lintegral_ginibreIncidence_rankPiece_eq_image	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRank	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.AlternatingRankSheets	public	theorem
NumStability.lintegral_ginibreIncidence_regular_eq_rootCount	NumStability.Algorithms.TestMatrices.Higham28GinibreIntegral	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	public	theorem
NumStability.lintegral_ginibreIncidence_regular_eq_sum_rank_images	NumStability.Algorithms.TestMatrices.Higham28GinibreIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	public	theorem
NumStability.lintegral_ginibreOrthogonalBlockDensity	NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.OneRootMomentReduction	public	theorem
NumStability.log_hilbert_det_eq_sum	NumStability.Algorithms.TestMatrices.Higham28HilbertAsymptotic	NumStability.Source.Higham.Chapter28.Equation02.DeterminantAsymptotics	public	theorem
NumStability.measurableSet_complexRootTupleBelowCountSet	NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	public	theorem
NumStability.measurableSet_complexRootTupleCountSet	NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	public	theorem
NumStability.measurableSet_ginibreIncidenceRankImage	NumStability.Algorithms.TestMatrices.Higham28GinibreIntegral	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	public	theorem
NumStability.measurableSet_ginibreIncidenceRankPiece	NumStability.Algorithms.TestMatrices.Higham28GinibreIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	public	theorem
NumStability.measurableSet_ginibreIncidenceRankPieceBelow	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRankTransfer	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.AlternatingRankSheets	public	theorem
NumStability.measurableSet_ginibreIncidenceRankPieceBelow_image	NumStability.Algorithms.TestMatrices.Higham28GinibreTruncatedIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.AlternatingRankSheets	public	theorem
NumStability.measurableSet_ginibreIncidenceRegularSet	NumStability.Algorithms.TestMatrices.Higham28GinibreIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	public	theorem
NumStability.measurableSet_realEigenvalueBelowCount_level	NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	public	theorem
NumStability.measurableSet_realEigenvalueCount_level	NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	public	theorem
NumStability.measurableSet_realGinibreTwoNonnegativeDiscriminantSet	NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact	public	theorem
NumStability.measurable_abs_det_ginibreShift	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities	public	theorem
NumStability.measurable_abs_det_ginibreShiftReal	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities	public	theorem
NumStability.measurable_abs_det_matrix	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities	public	theorem
NumStability.measurable_abs_det_matrixReal	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities	public	theorem
NumStability.measurable_complexTupleRealBelowCount	NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	public	theorem
NumStability.measurable_complexTupleRealCount	NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	public	theorem
NumStability.measurable_complexUpperEigenvalueCount	NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	public	theorem
NumStability.measurable_complexUpperEigenvalueCount_real	NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.RootMeasurability.EigenvalueCounts	public	theorem
NumStability.measurable_gaussianQRQ	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.QRFactorHaar	public	theorem
NumStability.measurable_gaussianQRQMatrix	NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability.Source.Higham.Chapter28.Section03.Theorem01.StewartHaar.QRFactorHaar	public	theorem
NumStability.measurable_ginibreAbsDetTwoEntryVector	NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.DimensionTwoExact	public	theorem
NumStability.measurable_ginibreAlternatingEigenvalueCount	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedExpectation	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.AlternatingRankSheets	public	theorem
NumStability.measurable_ginibreAlternatingPairEigenvalueCount	NumStability.Algorithms.TestMatrices.Higham28GinibreSignedExpectation	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.SignedIncidence.AlternatingRankSheets	public	theorem
NumStability.measurable_ginibreCoordinatesFinMatrix	NumStability.Algorithms.TestMatrices.Higham28GinibreIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	public	theorem
NumStability.measurable_ginibreIncidenceChart	NumStability.Algorithms.TestMatrices.Higham28GinibreIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	public	theorem
NumStability.measurable_ginibreIncidenceEigenvalue	NumStability.Algorithms.TestMatrices.Higham28GinibreIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	public	theorem
NumStability.measurable_ginibreIncidenceRootRank	NumStability.Algorithms.TestMatrices.Higham28GinibreIncidence	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.Incidence.ExpectedCountTransfer	public	theorem
NumStability.measurable_ginibrePlaneChart	NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneChart	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.InvariantPlanes.PlaneSylvesterJacobian	public	theorem
NumStability.measurable_ginibreShiftShear	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities	public	theorem
NumStability.measurable_ginibreTraceCorrelatedDensityReal	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.ProbabilityLaw.LebesgueMomentDensities	public	theorem
