declaration	owner_module	destination_module	visibility	kind
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexToeplitzScalingInv	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	NumStability.Source.Higham.Chapter28.Section05.TridiagonalToeplitz.CharacteristicPolynomial	private	definition
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexToeplitzScalingInv_mul	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	NumStability.Source.Higham.Chapter28.Section05.TridiagonalToeplitz.CharacteristicPolynomial	private	theorem
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexToeplitzScaling_mul_inv	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	NumStability.Source.Higham.Chapter28.Section05.TridiagonalToeplitz.CharacteristicPolynomial	private	theorem
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexToeplitzSineMatrix	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	NumStability.Source.Higham.Chapter28.Section05.TridiagonalToeplitz.CharacteristicPolynomial	private	definition
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexToeplitzSineMatrix_column	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	NumStability.Source.Higham.Chapter28.Section05.TridiagonalToeplitz.CharacteristicPolynomial	private	theorem
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexToeplitzSineMatrix_mul_transpose	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	NumStability.Source.Higham.Chapter28.Section05.TridiagonalToeplitz.CharacteristicPolynomial	private	theorem
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexToeplitzSineMatrix_transpose_mul	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	NumStability.Source.Higham.Chapter28.Section05.TridiagonalToeplitz.CharacteristicPolynomial	private	theorem
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexTridiagonalToeplitz_charpoly_eq_symmetric_of_ne	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	NumStability.Source.Higham.Chapter28.Section05.TridiagonalToeplitz.CharacteristicPolynomial	private	theorem
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexTridiagonalToeplitz_charpoly_of_sub_zero	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	NumStability.Source.Higham.Chapter28.Section05.TridiagonalToeplitz.CharacteristicPolynomial	private	theorem
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexTridiagonalToeplitz_charpoly_of_super_zero	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	NumStability.Source.Higham.Chapter28.Section05.TridiagonalToeplitz.CharacteristicPolynomial	private	theorem
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexTridiagonalToeplitz_mul_scaling	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	NumStability.Source.Higham.Chapter28.Section05.TridiagonalToeplitz.CharacteristicPolynomial	private	theorem
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexTridiagonalToeplitz_transpose_upperTriangular_of_super_zero	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	NumStability.Source.Higham.Chapter28.Section05.TridiagonalToeplitz.CharacteristicPolynomial	private	theorem
_private.NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum.0.NumStability.complexTridiagonalToeplitz_upperTriangular_of_sub_zero	NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	NumStability.Source.Higham.Chapter28.Section05.TridiagonalToeplitz.CharacteristicPolynomial	private	theorem
