format	1
NumStability.Higham13VaryingBlockLUFactSpec.upper	NumStability.Algorithms.LU.BlockLUVarying	NumStability.Algorithms.LinearSystems.LU.BlockLU.VaryingBlocks.Basic	theorem	public
NumStability.Higham13VaryingBlockUnitLower	NumStability.Algorithms.LU.BlockLUVarying	NumStability.Algorithms.LinearSystems.LU.BlockLU.VaryingBlocks.Basic	definition	public
NumStability.Higham13VaryingBlockUpper	NumStability.Algorithms.LU.BlockLUVarying	NumStability.Algorithms.LinearSystems.LU.BlockLU.VaryingBlocks.Basic	definition	public
NumStability.Higham13VaryingLeadingPrincipalNonsingular	NumStability.Algorithms.LU.BlockLUVarying	NumStability.Algorithms.LinearSystems.LU.BlockLU.VaryingBlocks.Basic	definition	public
NumStability.Higham13VaryingLeadingPrincipalNonsingular.of_det_of_schur	NumStability.Algorithms.LU.BlockLUVarying	NumStability.Algorithms.LinearSystems.LU.BlockLU.VaryingBlocks.SchurComplement	theorem	public
NumStability.Higham13VaryingLeadingPrincipalNonsingular.of_existsUnique	NumStability.Algorithms.LU.BlockLUVarying	NumStability.Algorithms.LinearSystems.LU.BlockLU.VaryingBlocks.Uniqueness	theorem	public
NumStability.Higham13VaryingLeadingPrincipalNonsingular.schur	NumStability.Algorithms.LU.BlockLUVarying	NumStability.Algorithms.LinearSystems.LU.BlockLU.VaryingBlocks.SchurComplement	theorem	public
NumStability.blockLUOneStepL_firstSplit_fromBlocks	NumStability.Algorithms.LU.BlockLUSPDSourceClosure	NumStability.Algorithms.LinearSystems.LU.BlockLU.PositiveDefiniteFactorBounds	theorem	public
NumStability.blockLUOneStepU_firstSplit_fromBlocks	NumStability.Algorithms.LU.BlockLUSPDSourceClosure	NumStability.Algorithms.LinearSystems.LU.BlockLU.PositiveDefiniteFactorBounds	theorem	public
NumStability.blockMatrixFirstSplitA12_eq_transpose_A21_of_posDef	NumStability.Algorithms.LU.BlockLUSPDSourceClosure	NumStability.Algorithms.LinearSystems.LU.BlockLU.PositiveDefiniteFactorBounds	theorem	public
NumStability.blockMatrixFirstSplit_fromBlocks_eq	NumStability.Algorithms.LU.BlockLUSPDSourceClosure	NumStability.Algorithms.LinearSystems.LU.BlockLU.PositiveDefiniteFactorBounds	theorem	public
NumStability.blockMatrixFirstSplit_fromBlocks_posDef_of_isSymPosDef_flatFin	NumStability.Algorithms.LU.BlockLUSPDSourceClosure	NumStability.Algorithms.LinearSystems.LU.BlockLU.PositiveDefiniteFactorBounds	theorem	public
NumStability.continuousLinearMapLowerNorm_eq_zero_of_exists_kernel	NumStability.Algorithms.LU.BlockLUArbitraryNormSourceClosure	NumStability.Algorithms.LinearSystems.LU.BlockLU.ArbitraryNorm	theorem	public
NumStability.dhs_block_back_substitution_rows_linear_bound_from_conventional_recursive_block_solution	NumStability.Algorithms.LU.BlockLUComputationSourceClosure	NumStability.Source.Higham.Chapter13.Theorem06.Computation	theorem	public
NumStability.dhs_block_back_upper_suffix_row_perturbation_linear_bound_from_conventional_operations	NumStability.Algorithms.LU.BlockLUComputationSourceClosure	NumStability.Source.Higham.Chapter13.Theorem06.Computation	theorem	public
NumStability.finiteOpNorm2Le_add	NumStability.Algorithms.LU.BlockLUSPDSourceClosure	NumStability.Algorithms.LinearSystems.LU.BlockLU.PositiveDefiniteFactorBounds	theorem	public
