format	1
edge	NumStability.Source.Higham.Chapter20.Theorem07.ActualClosure	NumStability.Source.Higham.Chapter20.Theorem07.ActualTrace	19	93
edge	NumStability.Source.Higham.Chapter20.Theorem07.ActualGrowth	NumStability.Source.Higham.Chapter20.Theorem07	1	5
edge	NumStability.Source.Higham.Chapter20.Theorem07.ActualGrowth	NumStability.Source.Higham.Chapter20.Theorem07.ActualClosure	0	2
edge	NumStability.Source.Higham.Chapter20.Theorem07.ActualGrowth	NumStability.Source.Higham.Chapter20.Theorem07.ActualTrace	7	32
edge	NumStability.Source.Higham.Chapter20.Theorem07.ActualRhs	NumStability.Algorithms.LinearSystems.LeastSquares.TraceKernel	0	2
edge	NumStability.Source.Higham.Chapter20.Theorem07.ActualRhs	NumStability.Source.Higham.Chapter20.Theorem07	2	4
edge	NumStability.Source.Higham.Chapter20.Theorem07.ActualRhs	NumStability.Source.Higham.Chapter20.Theorem07.ActualClosure	0	7
edge	NumStability.Source.Higham.Chapter20.Theorem07.ActualRhs	NumStability.Source.Higham.Chapter20.Theorem07.ActualTrace	12	41
edge	NumStability.Source.Higham.Chapter20.Theorem07.ActualTrace	NumStability.Algorithms.LinearSystems.LeastSquares.TraceKernel	0	2
edge	NumStability.Source.Higham.Chapter20.Theorem07.ActualTrace	NumStability.Source.Higham.Chapter20.Theorem07	9	35
edge	NumStability.Source.Higham.Chapter20.Theorem07.Contract	NumStability.Algorithms.LinearSystems.LeastSquares.Basic	8	9
edge	NumStability.Source.Higham.Chapter20.Theorem07.Contract	NumStability.Algorithms.LinearSystems.LeastSquares.NormalEquations	0	4
edge	NumStability.Source.Higham.Chapter20.Theorem07.Contract	NumStability.Algorithms.LinearSystems.LeastSquares.RankGeometry	20	31
edge	NumStability.Source.Higham.Chapter20.Theorem07.Contract	NumStability.Algorithms.LinearSystems.LeastSquares.TraceKernel	0	3
edge	NumStability.Source.Higham.Chapter20.Theorem07.Contract	NumStability.Source.Higham.Chapter20.Theorem07	203	309
edge	NumStability.Source.Higham.Chapter20.Theorem07.Contract	NumStability.Source.Higham.Chapter20.Theorem07.QdR	1	4
edge	NumStability.Source.Higham.Chapter20.Theorem07.Elimination	NumStability.Algorithms.LinearSystems.LeastSquares.Basic	1	7
edge	NumStability.Source.Higham.Chapter20.Theorem07.Elimination	NumStability.Algorithms.LinearSystems.LeastSquares.Equality.Basic	28	48
edge	NumStability.Source.Higham.Chapter20.Theorem07.Elimination	NumStability.Algorithms.LinearSystems.LeastSquares.Equality.GQR	0	1
edge	NumStability.Source.Higham.Chapter20.Theorem07.Elimination	NumStability.Algorithms.LinearSystems.LeastSquares.NormalEquations	0	5
edge	NumStability.Source.Higham.Chapter20.Theorem07.Elimination	NumStability.Algorithms.LinearSystems.LeastSquares.RowSorting	13	46
edge	NumStability.Source.Higham.Chapter20.Theorem07.Elimination	NumStability.Source.Higham.Chapter20.Theorem07	3	11
